insee,nom
can49018,Saint-Macaire-en-Mauges
can49019,Saumur
can49020,Segré
can49021,Tiercé
can50001,Agon-Coutainville
can50002,Avranches
can50003,Bréhal
can50004,Bricquebec
can50005,Carentan
can50006,Cherbourg-Octeville-1
can50007,Cherbourg-Octeville-2
can50008,Cherbourg-Octeville-3
can50009,Condé-sur-Vire
can50010,Coutances
can50011,Créances
can50012,Equeurdreville-Hainneville
can50013,Granville
can50014,La Hague
can50015,Isigny-le-Buat
can50016,Le Mortainais
can50017,Les Pieux
can50018,Pont-Hébert
can50019,Pontorson
can50020,Quettreville-sur-Sienne
can50021,Saint-Hilaire-du-Harcouët
can50022,Saint-Lô-1
can50023,Saint-Lô-2
can50024,Tourlaville
can50025,Valognes
can50026,Val-de-Saire
can50027,Villedieu-les-Poêles
can51001,Argonne Suippe et Vesle
can51002,Bourgogne
can51003,Châlons-en-Champagne-1
can51004,Châlons-en-Champagne-2
can51005,Châlons-en-Champagne-3
can51006,Dormans-Paysages de Champagne
can51007,Epernay-1
can51008,Epernay-2
can51009,Fismes-Montagne de Reims
can51010,Mourmelon-Vesle et Monts de Champagne
can51011,Reims-1
can51012,Reims-2
can51013,Reims-3
can51014,Reims-4
can51015,Reims-5
can51016,Reims-6
can51017,Reims-7
can51018,Reims-8
can51019,Reims-9
can51020,Sermaize-les-Bains
can51021,Sézanne-Brie et Champagne
can51022,Vertus-Plaine Champenoise
can51023,Vitry-le-François-Champagne et Der
can52001,Bologne
can52002,Bourbonne-les-Bains
can52003,Chalindrey
can52004,Châteauvillain
can52005,Chaumont-1
can52006,Chaumont-2
can52007,Chaumont-3
can52008,Eurville-Bienville
can52009,Joinville
can52010,Langres
can52011,Nogent
can52012,Poissons
can52013,Saint-Dizier-1
can52014,Saint-Dizier-2
can52015,Saint-Dizier-3
can52016,Villegusien-le-Lac
can52017,Wassy
can53001,Azé
can53002,Bonchamp-lès-Laval
can53003,Château-Gontier
can53004,Cossé-le-Vivien
can53005,Ernée
can53006,Evron
can53007,Gorron
can53008,L'Huisserie
can53009,Lassay-les-Châteaux
can53010,Laval-1
can53011,Laval-2
can53012,Laval-3
can53013,Loiron
can53014,Mayenne
can53015,Meslay-du-Maine
can53016,Saint-Berthevin
can53017,Villaines-la-Juhel
can54001,Baccarat
can54002,Entre Seille et Meurthe
can54003,Grand Couronné
can54004,Jarny
can54005,Jarville-la-Malgrange
can54006,Laxou
can54007,Longwy
can54008,Lunéville-1
can54009,Lunéville-2
can54010,Meine au Saintois
can54011,Mont-Saint-Martin
can54012,Nancy-1
can54013,Nancy-2
can54014,Nancy-3
can54015,Neuves-Maisons
can54016,Le Nord-Toulois
can54017,Pays de Briey
can54018,Pont-à-Mousson
can54019,Saint-Max
can54020,Toul
can54021,Val de Lorraine Sud
can54022,Vandoeuvre-lès-Nancy
can54023,Villerupt
can55001,Ancerville
can55002,Bar-le-Duc-1
can55003,Bar-le-Duc-2
can55004,Belleville-sur-Meuse
can55005,Bouligny
can55006,Clermont-en-Argonne
can55007,Commercy
can55008,Dieue-sur-Meuse
can55009,Etain
can55010,Ligny-en-Barrois
can55011,Montmédy
can55012,Revigny-sur-Ornain
can55013,Saint-Mihiel
can55014,Stenay
can55015,Vaucouleurs
can55016,Verdun-1
can55017,Verdun-2
can56001,Auray
can56002,Gourin
can56003,Grand-Champ
can56004,Guer
can56005,Guidel
can56006,Hennebont
can56007,Lanester
can56008,Lorient-1
can56009,Lorient-2
can56010,Moréac
can56011,Muzillac
can56012,Ploemeur
can56013,Ploërmel
can56014,Pluvigner
can56015,Pontivy
can56016,Questembert
can56017,Quiberon
can56018,Séné
can56019,Vannes-1
can56020,Vannes-2
can56021,Vannes-3
can57001,Algrange
can57002,Bitche
can57003,Boulay-Moselle
can57004,Bouzonville
can57005,Les Coteaux de Moselle
can57006,Fameck
can57007,Faulquemont
can57008,Forbach
can57009,Freyming-Merlebach
can57010,Hayange
can57011,Metz-1
can57012,Metz-2
can57013,Metz-3
can57014,Metzervisse
can57015,Montigny-lès-Metz
can57016,Le Pays Messin
can57017,Phalsbourg
can57018,Rombas
can57019,Saint-Avold
can57020,Sarralbe
can57021,Sarrebourg
can57022,Sarreguemines
can57023,Le Saulnois
can57024,Le Sillon Mosellan
can57025,Stiring-Wendel
can57026,Thionville
can57027,Yutz
can58001,La Charité-sur-Loire
can58002,Château-Chinon
can58003,Clamecy
can58004,Corbigny
can58005,Cosne-Cours-sur-Loire
can58006,Decize
can58007,Fourchambault
can58008,Guérigny
can58009,Imphy
can58010,Luzy
can58011,Nevers-1
can58012,Nevers-2
can58013,Nevers-3
can58014,Nevers-4
can58015,Pouilly-sur-Loire
can58016,Saint-Pierre-le-Moûtier
can58017,Varennes-Vauzelles
can59001,Aniche
can59002,Annoeullin
can59003,Anzin
can59004,Armentières
can59005,Aulnoye-Aymeries
can59006,Aulnoy-lez-Valenciennes
can59007,Avesnes-sur-Helpe
can59008,Bailleul
can59009,Cambrai
can59010,Le Cateau-Cambrésis
can59011,Caudry
can59012,Coudekerque-Branche
can59013,Croix
can59014,Denain
can59015,Douai
can59016,Dunkerque-1
can59017,Dunkerque-2
can59018,Faches-Thumesnil
can59019,Fourmies
can59020,Grande-Synthe
can59021,Hazebrouck
can59022,Lambersart
can59023,Lille-1
can59024,Lille-2
can59025,Lille-3
can59026,Lille-4
can59027,Lille-5
can59028,Lille-6
can59029,Marly
can59030,Maubeuge
can59031,Orchies
can59032,Roubaix-1
can59033,Roubaix-2
can59034,Saint-Amand-les-Eaux
can59035,Sin-le-Noble
can59036,Templeuve
can59037,Tourcoing-1
can59038,Tourcoing-2
can59039,Valenciennes
can59040,Villeneuve-d'Ascq
can59041,Wormhout
can60001,Beauvais-1
can60002,Beauvais-2
can60003,Chantilly
can60004,Chaumont-en-Vexin
can60005,Clermont
can60006,Compiègne-1
can60007,Compiègne-2
can60008,Creil
can60009,Crépy-en-Valois
can60010,Estrées-Saint-Denis
can60011,Grandvilliers
can60012,Méru
can60013,Montataire
can60014,Mouy
can60015,Nanteuil-le-Haudouin
can60016,Nogent-sur-Oise
can60017,Noyon
can60018,Pont-Sainte-Maxence
can60019,Saint-Just-en-Chaussée
can60020,Senlis
can60021,Thourotte
can61001,L'Aigle
can61002,Alençon-1
can61003,Alençon-2
can61004,Argentan-1
can61005,Argentan-2
can61006,Athis-de-l'Orne
can61007,Bagnoles-de-l'Orne
can61008,Bretoncelles
can61009,Ceton
can61010,Damigny
can61011,Domfront
can61012,La Ferté-Macé
can61013,Flers-1
can61014,Flers-2
can61015,Magny-le-Désert
can61016,Mortagne-au-Perche
can61017,Radon
can61018,Rai
can61019,Sées
can61020,Tourouvre
can61021,Vimoutiers
can62001,Aire-sur-la-Lys
can62002,Arras-1
can62003,Arras-2
can62004,Arras-3
can62005,Auchel
can62006,Auxi-le-Château
can62007,Avesnes-le-Comte
can62008,Avion
can62009,Bapaume
can62010,Berck
can62011,Béthune
can62012,Beuvry
can62013,Boulogne-sur-Mer-1
can62014,Boulogne-sur-Mer-2
can62015,Brebières
can62016,Bruay-la-Buissière
can62017,Bully-les-Mines
can62018,Calais-1
can62019,Calais-2
can62020,Calais-3
can62021,Carvin
can62022,Desvres
can62023,Douvrin
can62024,Etaples
can62025,Fruges
can62026,Harnes
can62027,Hénin-Beaumont-1
can62028,Hénin-Beaumont-2
can62029,Lens
can62030,Liévin
can62031,Lillers
can62032,Longuenesse
can62033,Lumbres
can62034,Marck
can62035,Noeux-les-Mines
can62036,Outreau
can62037,Saint-Omer
can62038,Saint-Pol-sur-Ternoise
can62039,Wingles
can63001,Aigueperse
can63002,Ambert
can63003,Aubière
can63004,Beaumont
can63005,Billom
can63006,Brassac-les-Mines
can63007,Cébazat
can63008,Chamalières
can63009,Châtel-Guyon
can63010,Clermont-Ferrand-1
can63011,Clermont-Ferrand-2
can63012,Clermont-Ferrand-3
can63013,Clermont-Ferrand-4
can63014,Clermont-Ferrand-5
can63015,Clermont-Ferrand-6
can63016,Cournon-d'Auvergne
can63017,Gerzat
can63018,Issoire
can63019,Lezoux
can63020,Maringues
can63021,Les Martres-de-Veyre
can63022,Les Monts du Livradois
can63023,Orcines
can63024,Pont-du-Château
can63025,Riom
can63026,Saint-Eloy-les-Mines
can63027,Saint-Georges-de-Mons
can63028,Saint-Ours
can63029,Le Sancy
can63030,Thiers
can63031,Vic-le-Comte
can64001,Anglet
can64002,Artix et Pays de Soubestre
can64003,Baïgura et Mondarrain
can64004,Bayonne-1
can64005,Bayonne-2
can64006,Bayonne-3
can64007,Biarritz
can64008,Billère et Coteaux de Jurançon
can64009,Le Cœur de Béarn
can64010,Hendaye-Côte Basque-Sud
can64011,"Lescar, Gave et Terres du Pont-Long"
can64012,Montagne Basque
can64013,Nive-Adour
can64014,Oloron-Sainte-Marie-1
can64015,Oloron-Sainte-Marie-2
can64016,Orthez et Terres des Gaves et du sel
can64017,"Ouzom, Gave et rives du Neez"
can64018,Pau-1
can64019,Pau-2
can64020,Pau-3
can64021,Pau-4
can64022,"Pays de Bidache, Amikuze et Ostibarre"
can64023,Pays de Morlaàs et du Montanérès
can64024,Saint-Jean-de-Luz
can64025,Terres des Luys et Coteaux du Vic-Bilh
can64026,Ustaritz-Vallées de Nive et Nivelle
can64027,Vallées de l'Ousse et du Lagoin
can65001,Aureilhan
can65002,Bordères-sur-l'Echez
can65003,Les Coteaux
can65004,La Haute-Bigorre
can65005,Lourdes-1
can65006,Lourdes-2
can65007,Moyen Adour
can65008,"Neste, Aure et Louron"
can65009,Ossun
can65010,Tarbes-1
can65011,Tarbes-2
can65012,Tarbes-3
can65013,Val d'Adour-Rustan-Madiranais
can65014,La Vallée de l'Arros et des Baïses
can65015,La Vallée de la Barousse
can65016,La Vallée des Gaves
can65017,Vic-en-Bigorre
can66001,Les Aspres
can66002,Le Canigou
can66003,La Côte Sableuse
can66004,La Côte Salanquaise
can66005,La Côte Vermeille
can66006,Perpignan-1
can66007,Perpignan-2
can66008,Perpignan-3
can66009,Perpignan-4
can66010,Perpignan-5
can66011,Perpignan-6
can66012,La Plaine d'Illibéris
can66013,Les Pyrénées catalanes
can66014,Le Ribéral
can66015,La Vallée de l'Agly
can66016,La Vallée de la Têt
can66017,Vallespir-Albères
can67001,Bischwiller
can67002,Bouxwiller
can67003,Brumath
can67004,Erstein
can67005,Haguenau
can67006,Hoenheim
can67007,Illkirch-Graffenstaden
can67008,Ingwiller
can67009,Lingolsheim
can67010,Molsheim
can67011,Mutzig
can67012,Obernai
can67013,Reichshoffen
can67014,Saverne
can67015,Schiltigheim
can67016,Sélestat
can67017,Strasbourg-1
can67018,Strasbourg-2
can67019,Strasbourg-3
can67020,Strasbourg-4
can67021,Strasbourg-5
can67022,Strasbourg-6
can67023,Wissembourg
can68001,Altkirch
can68002,Brunstatt
can68003,Cernay
can68004,Colmar-1
can68005,Colmar-2
can68006,Ensisheim
can68007,Guebwiller
can68008,Kingersheim
can68009,Masevaux
can68010,Mulhouse-1
can68011,Mulhouse-2
can68012,Mulhouse-3
can68013,Rixheim
can68014,Saint-Louis
can68015,Sainte-Marie-aux-Mines
can68016,Wintzenheim
can68017,Wittenheim
can69001,Anse
can69002,L'Arbresle
can69003,Belleville
can69004,Le Bois-d'Oingt
can69005,Brignais
can69006,Genas
can69007,Gleizé
can69008,Mornant
can69009,Saint-Symphorien-d'Ozon
can69010,Tarare
can69011,Thizy-les-Bourgs
can69012,Vaugneray
can69013,Villefranche-sur-Saône
can70001,Dampierre-sur-Salon
can70002,Gray
can70003,Héricourt-1
can70004,Héricourt-2
can70005,Jussey
can70006,Lure-1
can70007,Lure-2
can70008,Luxeuil-les-Bains
can70009,Marnay
can70010,Mélisey
can70011,Port-sur-Saône
can70012,Rioz
can70013,Saint-Loup-sur-Semouse
can70014,Scey-sur-Saône-et-Saint-Albin
can70015,Vesoul-1
can70016,Vesoul-2
can70017,Villersexel
can71001,Autun-1
can71002,Autun-2
can71003,Blanzy
can71004,Chagny
can71005,Chalon-sur-Saône-1
can71006,Chalon-sur-Saône-2
can71007,Chalon-sur-Saône-3
can71008,La Chapelle-de-Guinchay
can71009,Charolles
can71010,Chauffailles
can71011,Cluny
can71012,Le Creusot-1
can71013,Le Creusot-2
can71014,Cuiseaux
can71015,Digoin
can71016,Gergy
can71017,Givry
can71018,Gueugnon
can71019,Hurigny
can71020,Louhans
can71021,Mâcon-1
can71022,Mâcon-2
can71023,Montceau-les-Mines
can71024,Ouroux-sur-Saône
can71025,Paray-le-Monial
can71026,Pierre-de-Bresse
can71027,Saint-Rémy
can71028,Saint-Vallier
can71029,Tournus
can71001,Les Abymes-1
can71002,Les Abymes-2
can71003,Les Abymes-3
can71004,Baie-Mahault-1
can71005,Baie-Mahault-2
can71006,Basse-Terre
can71007,Capesterre-Belle-Eau
can71008,Le Gosier
can71009,Lamentin
can71010,Marie-Galante
can71011,Le Moule
can71012,Morne-à-l'Eau
can71013,Petit-Bourg
can71014,Petit-Canal
can71015,Pointe-à-Pitre
can71016,Saint-François
can71017,Sainte-Anne
can71018,Sainte-Rose-1
can71019,Sainte-Rose-2
can71020,Trois-Rivières
can71021,Vieux-Habitants
can72001,Bonnétable
can72002,Changé
can72003,Château-du-Loir
can72004,Ecommoy
can72005,La Ferté-Bernard
can72006,La Flèche
can72007,Loué
can72008,Le Lude
can72009,Mamers
can72010,Le Mans-1
can72011,Le Mans-2
can72012,Le Mans-3
can72013,Le Mans-4
can72014,Le Mans-5
can72015,Le Mans-6
can72016,Le Mans-7
can72017,Sablé-sur-Sarthe
can72018,Saint-Calais
can72019,Savigné-l'Evêque
can72020,Sillé-le-Guillaume
can72021,La Suze-sur-Sarthe
can73001,Aix-les-Bains-1
can73002,Aix-les-Bains-2
can73003,Albertville-1
can73004,Albertville-2
can73005,Bourg-Saint-Maurice
can73006,Bugey Savoyard
can73007,Chambéry-1
can73008,Chambéry-2
can73009,Chambéry-3
can73010,Modane
can73011,Montmélian
can73012,La Motte-Servolex
can73013,Moûtiers
can73014,Le Pont-de-Beauvoisin
can73015,La Ravoire
can73016,Saint-Alban-Leysse
can73017,Saint-Jean-de-Maurienne
can73018,Saint-Pierre-d'Albigny
can73019,Ugine
can74001,Annecy-1
can74002,Annecy-2
can74003,Annecy-le-Vieux
can74004,Annemasse
can74005,Bonneville
can74006,Cluses
can74007,Evian-les-Bains
can74008,Faverges
can74009,Gaillard
can74010,Le Mont-Blanc
can74011,La Roche-sur-Foron
can74012,Rumilly
can74013,Saint-Julien-en-Genevois
can74014,Sallanches
can74015,Sciez
can74016,Seynod
can74017,Thonon-les-Bains
can74001,L'Etang-Salé
can74002,Le Port
can74003,La Possession
can74004,Saint-André-1
can74005,Saint-André-2
can74006,Saint-André-3
can74007,Saint-Benoît-1
can74008,Saint-Benoît-2
can74009,Saint-Denis-1
can74010,Saint-Denis-2
can74011,Saint-Denis-3
can74012,Saint-Denis-4
can74013,Saint-Joseph
can74014,Saint-Leu
can74015,Saint-Louis-1
can74016,Saint-Louis-2
can74017,Saint-Paul-1
can74018,Saint-Paul-2
can74019,Saint-Paul-3
can74020,Saint-Pierre-1
can74021,Saint-Pierre-2
can74022,Saint-Pierre-3
can74023,Sainte-Marie
can74024,Le Tampon-1
can74025,Le Tampon-2
can76001,Barentin
can76002,Bois-Guillaume
can76003,Bolbec
can76004,Canteleu
can76005,Caudebec-lès-Elbeuf
can76006,Darnétal
can76007,Dieppe-1
can76008,Dieppe-2
can76009,Elbeuf
can76010,Eu
can76011,Fécamp
can76012,Gournay-en-Bray
can76013,Le Grand-Quevilly
can76014,Le Havre-1
can76015,Le Havre-2
can76016,Le Havre-3
can76017,Le Havre-4
can76018,Le Havre-5
can76019,Le Havre-6
can76020,Luneray
can76021,Le Mesnil-Esnard
can76022,Mont-Saint-Aignan
can76023,Neufchâtel-en-Bray
can76024,Notre-Dame-de-Bondeville
can76025,Notre-Dame-de-Gravenchon
can76026,Octeville-sur-Mer
can76027,Le Petit-Quevilly
can76028,Rouen-1
can76029,Rouen-2
can76030,Rouen-3
can76031,Saint-Etienne-du-Rouvray
can76032,Saint-Romain-de-Colbosc
can76033,Saint-Valery-en-Caux
can76034,Sotteville-lès-Rouen
can76035,Yvetot
can76001,Bandraboua
can76002,Bouéni
can76003,Dembeni
can76004,Dzaoudzi
can76005,Koungou
can76006,Mamoudzou-1
can76007,Mamoudzou-2
can76008,Mamoudzou-3
can76009,Mtsamboro
can76010,Ouangani
can76011,Pamandzi
can76012,Sada
can76013,Tsingoni
can77001,Champs-sur-Marne
can77002,Chelles
can77003,Claye-Souilly
can77004,Combs-la-Ville
can77005,Coulommiers
can77006,La Ferté-sous-Jouarre
can77007,Fontainebleau
can77008,Fontenay-Trésigny
can77009,Lagny-sur-Marne
can77010,Meaux
can77011,Melun
can77012,Mitry-Mory
can77013,Montereau-Fault-Yonne
can77014,Nangis
can77015,Nemours
can77016,Ozoir-la-Ferrière
can77017,Pontault-Combault
can77018,Provins
can77019,Saint-Fargeau-Ponthierry
can77020,Savigny-le-Temple
can77021,Serris
can77022,Torcy
can77023,Villeparisis
can78001,Aubergenville
can78002,Bonnières-sur-Seine
can78003,Chatou
can78004,Le Chesnay
can78005,Conflans-Sainte-Honorine
can78006,Houilles
can78007,Limay
can78008,Mantes-la-Jolie
can78009,Maurepas
can78010,Montigny-le-Bretonneux
can78011,Les Mureaux
can78012,Plaisir
can78013,Poissy
can78014,Rambouillet
can78015,Saint-Cyr-l'Ecole
can78016,Saint-Germain-en-Laye
can78017,Sartrouville
can78018,Trappes
can78019,Verneuil-sur-Seine
can78020,Versailles-1
can78021,Versailles-2
can79001,Autize-Egray
can79002,Bressuire
can79003,Celles-sur-Belle
can79004,Cerizay
can79005,Frontenay-Rohan-Rohan
can79006,La Gâtine
can79007,Mauléon
can79008,Melle
can79009,Mignon-et-Boutonne
can79010,Niort-1
can79011,Niort-2
can79012,Niort-3
can79013,Parthenay
can79014,La Plaine Niortaise
can79015,Saint-Maixent-l'Ecole
can79016,Thouars
can79017,Le Val de Thouet
can80001,Abbeville-1
can80002,Abbeville-2
can80003,Ailly-sur-Noye
can80004,Ailly-sur-Somme
can80005,Albert
can80006,Amiens-1
can80007,Amiens-2
can80008,Amiens-3
can80009,Amiens-4
can80010,Amiens-5
can80011,Amiens-6
can80012,Amiens-7
can80013,Corbie
can80014,Doullens
can80015,Flixecourt
can80016,Friville-Escarbotin
can80017,Gamaches
can80018,Ham
can80019,Moreuil
can80020,Péronne
can80021,Poix-de-Picardie
can80022,Roye
can80023,Rue
can81001,Albi-1
can81002,Albi-2
can81003,Albi-3
can81004,Albi-4
can81005,Carmaux-1 Le Ségala
can81006,Carmaux-2 Vallée du Cérou
can81007,Castres-1
can81008,Castres-2
can81009,Castres-3
can81010,Les Deux Rives
can81011,Gaillac
can81012,Graulhet
can81013,Le Haut Dadou
can81014,Les Hautes Terres d'Oc
can81015,Lavaur Cocagne
can81016,Mazamet-1
can81017,Mazamet-2 Vallée du Thoré
can81018,La Montagne noire
can81019,Le Pastel
can81020,Plaine de l'Agoût
can81021,Les Portes du Tarn
can81022,Saint-Juéry
can81023,Vignobles et Bastides
can82001,Aveyron-Lère
can82002,Beaumont-de-Lomagne
can82003,Castelsarrasin
can82004,Garonne-Lomagne-Brulhois
can82005,Moissac
can82006,Montauban-1
can82007,Montauban-2
can82008,Montauban-3
can82009,Montech
can82010,Pays de Serres Sud-Quercy
can82011,Quercy-Aveyron
can82012,Quercy-Rouergue
can82013,Tarn-Tescou-Quercy Vert
can82014,Valence
can82015,Verdun-sur-Garonne
can83001,Brignoles
can83002,La Crau
can83003,Draguignan
can83004,Flayosc
can83005,Fréjus
can83006,La Garde
can83007,Garéoult
can83008,Hyères
can83009,Le Luc
can83010,Ollioules
can83011,Roquebrune-sur-Argens
can83012,Saint-Cyr-sur-Mer
can83013,Saint-Maximin-la-Sainte-Baume
can83014,Saint-Raphaël
can83015,Sainte-Maxime
can83016,La Seyne-sur-Mer-1
can83017,La Seyne-sur-Mer-2
can83018,Solliès-Pont
can83019,Toulon-1
can83020,Toulon-2
can83021,Toulon-3
can83022,Toulon-4
can83023,Vidauban
can84001,Apt
can84002,Avignon-1
can84003,Avignon-2
can84004,Avignon-3
can84005,Bollène
can84006,Carpentras
can84007,Cavaillon
can84008,Cheval-Blanc
can84009,L'Isle-sur-la-Sorgue
can84010,Monteux
can84011,Orange
can84012,Pernes-les-Fontaines
can84013,Pertuis
can84014,Le Pontet
can84015,Sorgues
can84016,Vaison-la-Romaine
can84017,Valréas
can85001,Aizenay
can85002,Challans
can85003,Chantonnay
can85004,La Châtaigneraie
can85005,Fontenay-le-Comte
can85006,Les Herbiers
can85007,L'Ile-d'Yeu
can85008,Luçon
can85009,Mareuil-sur-Lay-Dissais
can85010,Montaigu
can85011,Mortagne-sur-Sèvre
can85012,La Roche-sur-Yon-1
can85013,La Roche-sur-Yon-2
can85014,Les Sables-d'Olonne
can85015,Saint-Hilaire-de-Riez
can85016,Saint-Jean-de-Monts
can85017,Talmont-Saint-Hilaire
can86001,Chasseneuil-du-Poitou
can86002,Châtellerault-1
can86003,Châtellerault-2
can86004,Châtellerault-3
can86005,Chauvigny
can86006,Civray
can86007,Jaunay-Clan
can86008,Loudun
can86009,Lusignan
can86010,Lussac-les-Châteaux
can86011,Migné-Auxances
can86012,Montmorillon
can86013,Poitiers-1
can86014,Poitiers-2
can86015,Poitiers-3
can86016,Poitiers-4
can86017,Poitiers-5
can86018,Vivonne
can86019,Vouneuil-sous-Biard
can87001,Aixe-sur-Vienne
can87002,Ambazac
can87003,Bellac
can87004,Châteauponsac
can87005,Condat-sur-Vienne
can87006,Couzeix
can87007,Eymoutiers
can87008,Limoges-1
can87009,Limoges-2
can87010,Limoges-3
can87011,Limoges-4
can87012,Limoges-5
can87013,Limoges-6
can87014,Limoges-7
can87015,Limoges-8
can87016,Limoges-9
can87017,Panazol
can87018,Rochechouart
can87019,Saint-Junien
can87020,Saint-Léonard-de-Noblat
can87021,Saint-Yrieix-la-Perche
can88001,La Bresse
can88002,Bruyères
can88003,Charmes
can88004,Darney
can88005,Epinal-1
can88006,Epinal-2
can88007,Gérardmer
can88008,Golbey
can88009,Mirecourt
can88010,Neufchâteau
can88011,Raon-l'Etape
can88012,Remiremont
can88013,Saint-Dié-des-Vosges-1
can88014,Saint-Dié-des-Vosges-2
can88015,Le Thillot
can88016,Le Val-d'Ajol
can88017,Vittel
can89001,Auxerre-1
can89002,Auxerre-2
can89003,Auxerre-3
can89004,Auxerre-4
can89005,Avallon
can89006,Brienon-sur-Armançon
can89007,Chablis
can89008,Charny
can89009,Coeur de Puisaye
can89010,Gâtinais en Bourgogne
can89011,Joigny
can89012,Joux-la-Ville
can89013,Migennes
can89014,Pont-sur-Yonne
can89015,Saint-Florentin
can89016,Sens-1
can89017,Sens-2
can89018,Thorigny-sur-Oreuse
can89019,Tonnerrois
can89020,Villeneuve-sur-Yonne
can89021,Vincelles
can90001,Bavilliers
can90002,Belfort-1
can90003,Belfort-2
can90004,Belfort-3
can90005,Châtenois-les-Forges
can90006,Delle
can90007,Giromagny
can90008,Grandvillars
can90009,Valdoie
can91001,Arpajon
can91002,Athis-Mons
can91003,Brétigny-sur-Orge
can91004,Corbeil-Essonnes
can91005,Dourdan
can91006,Draveil
can91007,Epinay-sous-Sénart
can91008,Etampes
can91009,Evry
can91010,Gif-sur-Yvette
can91011,Longjumeau
can91012,Massy
can91013,Mennecy
can91014,Palaiseau
can91015,Ris-Orangis
can91016,Sainte-Geneviève-des-Bois
